date_key,date,division_key,division,series_type,cases_actual,cases_forecast,cases_forecast_lower,cases_forecast_upper,forecast_model,forecast_generated_on
20260530,2026-05-30,khulna,Khulna,Forecast,0.0,73.78188438486819,3.360254635602118,144.20351413413425,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260531,2026-05-31,khulna,Khulna,Forecast,0.0,73.665141457756,1.9020267928409424,145.42825612267103,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260601,2026-06-01,khulna,Khulna,Forecast,0.0,73.5483985306438,0.4684196289174167,146.62837743237017,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260602,2026-06-02,khulna,Khulna,Forecast,0.0,73.4316556035316,0.0,147.80518588241375,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260603,2026-06-03,khulna,Khulna,Forecast,0.0,73.3149126764194,0.0,148.95987745274027,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260604,2026-06-04,khulna,Khulna,Forecast,0.0,73.1981697493072,0.0,150.0935492325886,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260605,2026-06-05,khulna,Khulna,Forecast,0.0,73.081426822195,0.0,151.20721050303166,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260606,2026-06-06,khulna,Khulna,Forecast,0.0,72.96468389508279,0.0,152.30179227200756,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260607,2026-06-07,khulna,Khulna,Forecast,0.0,72.84794096797059,0.0,153.3781555180321,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260608,2026-06-08,khulna,Khulna,Forecast,0.0,72.73119804085839,0.0,154.4370983501137,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260609,2026-06-09,khulna,Khulna,Forecast,0.0,72.61445511374619,0.0,155.47936225309556,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260610,2026-06-10,khulna,Khulna,Forecast,0.0,72.49771218663399,0.0,156.50563755727995,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260404,2026-04-04,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260405,2026-04-05,rajshahi,Rajshahi,Actual,172.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260406,2026-04-06,rajshahi,Rajshahi,Actual,118.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260407,2026-04-07,rajshahi,Rajshahi,Actual,152.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260408,2026-04-08,rajshahi,Rajshahi,Actual,273.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260409,2026-04-09,rajshahi,Rajshahi,Actual,116.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260410,2026-04-10,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260411,2026-04-11,rajshahi,Rajshahi,Actual,89.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260412,2026-04-12,rajshahi,Rajshahi,Actual,79.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260413,2026-04-13,rajshahi,Rajshahi,Actual,108.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260414,2026-04-14,rajshahi,Rajshahi,Actual,119.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260415,2026-04-15,rajshahi,Rajshahi,Actual,111.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260416,2026-04-16,rajshahi,Rajshahi,Actual,74.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260417,2026-04-17,rajshahi,Rajshahi,Actual,90.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260418,2026-04-18,rajshahi,Rajshahi,Actual,85.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260419,2026-04-19,rajshahi,Rajshahi,Actual,96.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260420,2026-04-20,rajshahi,Rajshahi,Actual,100.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260421,2026-04-21,rajshahi,Rajshahi,Actual,105.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260422,2026-04-22,rajshahi,Rajshahi,Actual,89.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260423,2026-04-23,rajshahi,Rajshahi,Actual,93.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260424,2026-04-24,rajshahi,Rajshahi,Actual,111.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260425,2026-04-25,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260426,2026-04-26,rajshahi,Rajshahi,Actual,117.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260427,2026-04-27,rajshahi,Rajshahi,Actual,97.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260428,2026-04-28,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260429,2026-04-29,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260430,2026-04-30,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260501,2026-05-01,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260502,2026-05-02,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260503,2026-05-03,rajshahi,Rajshahi,Actual,78.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260504,2026-05-04,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260505,2026-05-05,rajshahi,Rajshahi,Actual,82.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260506,2026-05-06,rajshahi,Rajshahi,Actual,98.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260507,2026-05-07,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260508,2026-05-08,rajshahi,Rajshahi,Actual,72.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260509,2026-05-09,rajshahi,Rajshahi,Actual,59.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260510,2026-05-10,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260511,2026-05-11,rajshahi,Rajshahi,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260512,2026-05-12,rajshahi,Rajshahi,Forecast,0.0,77.37167530542538,46.46836840162996,108.2749822092208,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260513,2026-05-13,rajshahi,Rajshahi,Forecast,0.0,76.88620775370792,44.10830094456373,109.66411456285212,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260514,2026-05-14,rajshahi,Rajshahi,Forecast,0.0,76.40074020199044,41.84979271877789,110.951687685203,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260515,2026-05-15,rajshahi,Rajshahi,Forecast,0.0,75.91527265027298,39.67793321721742,112.15261208332852,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260516,2026-05-16,rajshahi,Rajshahi,Forecast,0.0,75.4298050985555,37.58113845909177,113.27847173801923,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260517,2026-05-17,rajshahi,Rajshahi,Forecast,0.0,74.94433754683803,35.55019631258816,114.3384787810879,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260518,2026-05-18,rajshahi,Rajshahi,Forecast,0.0,74.45886999512057,33.577637616646484,115.34010237359465,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260519,2026-05-19,rajshahi,Rajshahi,Forecast,0.0,73.97340244340309,31.657306711618368,116.28949817518782,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260520,2026-05-20,rajshahi,Rajshahi,Forecast,0.0,73.48793489168563,29.78405914616004,117.1918106372112,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260521,2026-05-21,rajshahi,Rajshahi,Forecast,0.0,73.00246733996815,27.9535433530502,118.05139132688608,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260522,2026-05-22,rajshahi,Rajshahi,Forecast,0.0,72.51699978825067,26.162039432557545,118.8719601439438,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260523,2026-05-23,rajshahi,Rajshahi,Forecast,0.0,72.03153223653321,24.40633778258212,119.6567266904843,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260524,2026-05-24,rajshahi,Rajshahi,Forecast,0.0,71.54606468481573,22.68364616121597,120.40848320841548,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260525,2026-05-25,rajshahi,Rajshahi,Forecast,0.0,71.06059713309826,20.99151744139436,121.12967682480216,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260526,2026-05-26,rajshahi,Rajshahi,Forecast,0.0,70.57512958138079,19.32779269083625,121.82246647192534,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260527,2026-05-27,rajshahi,Rajshahi,Forecast,0.0,70.08966202966332,17.690555781829865,122.48876827749676,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260528,2026-05-28,rajshahi,Rajshahi,Forecast,0.0,69.60419447794585,16.078096798678132,123.13029215721356,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260529,2026-05-29,rajshahi,Rajshahi,Forecast,0.0,69.11872692622838,14.488882244321388,123.74857160813536,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260530,2026-05-30,rajshahi,Rajshahi,Forecast,0.0,68.6332593745109,12.921530562993553,124.34498818602825,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260531,2026-05-31,rajshahi,Rajshahi,Forecast,0.0,68.14779182279344,11.374791863597835,124.92079178198904,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260601,2026-06-01,rajshahi,Rajshahi,Forecast,0.0,67.66232427107596,9.847530994911814,125.47711754724013,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260602,2026-06-02,rajshahi,Rajshahi,Forecast,0.0,67.17685671935848,8.338713319312582,126.0150001194044,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260603,2026-06-03,rajshahi,Rajshahi,Forecast,0.0,66.69138916764102,6.847392677072833,126.5353856582092,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260604,2026-06-04,rajshahi,Rajshahi,Forecast,0.0,66.20592161592354,5.372701142551357,127.03914208929572,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260605,2026-06-05,rajshahi,Rajshahi,Forecast,0.0,65.72045406420608,3.913840256615231,127.52706787179692,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260606,2026-06-06,rajshahi,Rajshahi,Forecast,0.0,65.2349865124886,2.4700734833171936,127.99989954166,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260607,2026-06-07,rajshahi,Rajshahi,Forecast,0.0,64.74951896077113,1.040719688157118,128.45831823338514,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260608,2026-06-08,rajshahi,Rajshahi,Forecast,0.0,64.26405140905366,0.0,128.90295534435407,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260609,2026-06-09,rajshahi,Rajshahi,Forecast,0.0,63.77858385733619,0.0,129.33439747562457,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260610,2026-06-10,rajshahi,Rajshahi,Forecast,0.0,63.29311630561872,0.0,129.7531907590418,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260404,2026-04-04,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260405,2026-04-05,rangpur,Rangpur,Actual,39.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260406,2026-04-06,rangpur,Rangpur,Actual,113.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260407,2026-04-07,rangpur,Rangpur,Actual,60.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260408,2026-04-08,rangpur,Rangpur,Actual,62.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260409,2026-04-09,rangpur,Rangpur,Actual,17.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260410,2026-04-10,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260411,2026-04-11,rangpur,Rangpur,Actual,4.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260412,2026-04-12,rangpur,Rangpur,Actual,11.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260413,2026-04-13,rangpur,Rangpur,Actual,11.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260414,2026-04-14,rangpur,Rangpur,Actual,8.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260415,2026-04-15,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260416,2026-04-16,rangpur,Rangpur,Actual,8.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260417,2026-04-17,rangpur,Rangpur,Actual,4.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260418,2026-04-18,rangpur,Rangpur,Actual,3.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260419,2026-04-19,rangpur,Rangpur,Actual,15.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260420,2026-04-20,rangpur,Rangpur,Actual,9.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260421,2026-04-21,rangpur,Rangpur,Actual,8.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260422,2026-04-22,rangpur,Rangpur,Actual,9.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260423,2026-04-23,rangpur,Rangpur,Actual,7.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260424,2026-04-24,rangpur,Rangpur,Actual,3.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260425,2026-04-25,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260426,2026-04-26,rangpur,Rangpur,Actual,8.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260427,2026-04-27,rangpur,Rangpur,Actual,13.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260428,2026-04-28,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260429,2026-04-29,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260430,2026-04-30,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260501,2026-05-01,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260502,2026-05-02,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260503,2026-05-03,rangpur,Rangpur,Actual,6.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260504,2026-05-04,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260505,2026-05-05,rangpur,Rangpur,Actual,5.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260506,2026-05-06,rangpur,Rangpur,Actual,4.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260507,2026-05-07,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260508,2026-05-08,rangpur,Rangpur,Actual,14.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260509,2026-05-09,rangpur,Rangpur,Actual,1.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260510,2026-05-10,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260511,2026-05-11,rangpur,Rangpur,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260512,2026-05-12,rangpur,Rangpur,Forecast,0.0,6.095409182555539,0.0,14.6939699383422,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260513,2026-05-13,rangpur,Rangpur,Forecast,0.0,6.047961222253933,0.0,15.16811215054584,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260514,2026-05-14,rangpur,Rangpur,Forecast,0.0,6.000513261952329,0.0,15.613996441252798,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260515,2026-05-15,rangpur,Rangpur,Forecast,0.0,5.9530653016507245,0.0,16.035771521835976,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260516,2026-05-16,rangpur,Rangpur,Forecast,0.0,5.90561734134912,0.0,16.43666052834782,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260517,2026-05-17,rangpur,Rangpur,Forecast,0.0,5.858169381047515,0.0,16.81922665168984,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260518,2026-05-18,rangpur,Rangpur,Forecast,0.0,5.81072142074591,0.0,17.18554811719146,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260519,2026-05-19,rangpur,Rangpur,Forecast,0.0,5.763273460444306,0.0,17.537337680501864,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260520,2026-05-20,rangpur,Rangpur,Forecast,0.0,5.715825500142701,0.0,17.876026737865246,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260521,2026-05-21,rangpur,Rangpur,Forecast,0.0,5.668377539841096,0.0,18.202826072815263,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260522,2026-05-22,rangpur,Rangpur,Forecast,0.0,5.620929579539491,0.0,18.51877071321948,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260523,2026-05-23,rangpur,Rangpur,Forecast,0.0,5.573481619237887,0.0,18.824753701325584,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260524,2026-05-24,rangpur,Rangpur,Forecast,0.0,5.5260336589362815,0.0,19.121551952748625,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260525,2026-05-25,rangpur,Rangpur,Forecast,0.0,5.478585698634677,0.0,19.40984635807449,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260526,2026-05-26,rangpur,Rangpur,Forecast,0.0,5.431137738333073,0.0,19.69023762034262,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260527,2026-05-27,rangpur,Rangpur,Forecast,0.0,5.383689778031467,0.0,19.9632588844555,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260528,2026-05-28,rangpur,Rangpur,Forecast,0.0,5.336241817729863,0.0,20.2293859187202,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260529,2026-05-29,rangpur,Rangpur,Forecast,0.0,5.288793857428258,0.0,20.48904540458144,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260530,2026-05-30,rangpur,Rangpur,Forecast,0.0,5.241345897126654,0.0,20.74262174721725,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260531,2026-05-31,rangpur,Rangpur,Forecast,0.0,5.193897936825048,0.0,20.99046271732309,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260601,2026-06-01,rangpur,Rangpur,Forecast,0.0,5.146449976523444,0.0,21.232884160280285,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260602,2026-06-02,rangpur,Rangpur,Forecast,0.0,5.09900201622184,0.0,21.470173954486057,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260603,2026-06-03,rangpur,Rangpur,Forecast,0.0,5.051554055920235,0.0,21.70259536017743,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260604,2026-06-04,rangpur,Rangpur,Forecast,0.0,5.00410609561863,0.0,21.930389869676908,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260605,2026-06-05,rangpur,Rangpur,Forecast,0.0,4.956658135317025,0.0,22.153779646890342,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260606,2026-06-06,rangpur,Rangpur,Forecast,0.0,4.909210175015421,0.0,22.372969626167027,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260607,2026-06-07,rangpur,Rangpur,Forecast,0.0,4.861762214713815,0.0,22.588149326913424,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260608,2026-06-08,rangpur,Rangpur,Forecast,0.0,4.814314254412211,0.0,22.79949442964053,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260609,2026-06-09,rangpur,Rangpur,Forecast,0.0,4.766866294110606,0.0,23.007168150694422,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260610,2026-06-10,rangpur,Rangpur,Forecast,0.0,4.719418333809001,0.0,23.21132244623518,Damped linear trend over last 21 valid observations; uncertainty from residual spread,2026-05-16
20260404,2026-04-04,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260405,2026-04-05,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,983.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260406,2026-04-06,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,879.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260407,2026-04-07,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,1022.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260408,2026-04-08,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,1105.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260409,2026-04-09,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,579.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260410,2026-04-10,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260411,2026-04-11,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,508.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260412,2026-04-12,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,649.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260413,2026-04-13,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,632.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260414,2026-04-14,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,602.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260415,2026-04-15,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,596.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260416,2026-04-16,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,677.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260417,2026-04-17,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,657.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260418,2026-04-18,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,554.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260419,2026-04-19,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,697.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260420,2026-04-20,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,736.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260421,2026-04-21,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,789.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260422,2026-04-22,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,763.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260423,2026-04-23,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,695.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260424,2026-04-24,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,727.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260425,2026-04-25,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260426,2026-04-26,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,802.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260427,2026-04-27,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,845.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260428,2026-04-28,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260429,2026-04-29,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260430,2026-04-30,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260501,2026-05-01,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260502,2026-05-02,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260503,2026-05-03,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,738.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260504,2026-05-04,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260505,2026-05-05,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,816.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260506,2026-05-06,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,850.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260507,2026-05-07,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,0.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260508,2026-05-08,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,811.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
20260509,2026-05-09,national_uploaded_5_divisions,National_uploaded_5_divisions,Actual,634.0,0.0,0.0,0.0,Actual uploaded/modeled data,2026-05-16
