date_key,date,division_key,division,population_2022_census,area_km2,population_density_per_km2,latitude,longitude,cases_raw_extracted,metric_a_raw_extracted,metric_b_raw_extracted,cases_modeled_daily,metric_b_modeled_daily,cases_modeled_cumulative,cases_daily_per_million,cases_cumulative_per_million,cases_rolling_7d,cases_rolling_7d_avg,vax_coverage_avg,vax_coverage_min,vax_coverage_max,vax_coverage_capped_100,coverage_gap_to_95_pct_points,coverage_status,risk_score_0_100,risk_band,risk_note,case_metric_interpretation,has_uploaded_case_row,has_uploaded_vax_row,zero_or_blank_case_extract_flag,early_cumulative_phase_flag,coverage_gt_100_flag,vax_duplicate_reading_flag,case_source_file,vax_source_files
20260506,2026-05-06,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,200.0,0.0,163.0,200.0,163.0,4520.0,6.023674365464636,136.1350406595008,553.0,138.25,110.5,101.0,120.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,9e852147-7950-4eab-847d-1235f9c0d617.pdf,9e852147-7950-4eab-847d-1235f9c0d617.pdf
20260507,2026-05-07,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,4520.0,0.0,136.1350406595008,553.0,138.25,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,b74eaa3f-69eb-467f-bd26-d54fa103d2bb.pdf,No uploaded source row
20260508,2026-05-08,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,212.0,0.0,217.0,212.0,217.0,4732.0,6.385094827392514,142.5201354868933,765.0,191.25,109.5,102.0,117.0,100.0,0.0,Meets 95% target,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,d7d30198-1c55-41fa-8c4f-33ec501d638b.pdf,d7d30198-1c55-41fa-8c4f-33ec501d638b.pdf
20260509,2026-05-09,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,160.0,0.0,158.0,160.0,158.0,4892.0,4.818939492371709,147.339074979265,925.0,185.0,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,eb0902c8-d064-45f7-914b-6d5963222198.pdf,No uploaded source row
20260510,2026-05-10,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,4892.0,0.0,147.339074979265,769.0,192.25,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,No uploaded row for this date/division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260511,2026-05-11,chattogram,Chattogram,33202326,33771,983.1608776761126,22.36,91.78,0.0,0.0,0.0,0.0,0.0,4892.0,0.0,147.339074979265,769.0,192.25,,,,,,No data,50.88231757364973,High,Calculated from uploaded data + population/coverage enrichment,No uploaded row for this date/division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260404,2026-04-04,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,2769.0,2045.0,38.0,0.0,0.0,2769.0,0.0,62.62565416838186,0.0,0.0,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,895771df-04d0-4aeb-9f8f-2014156b776b.pdf,No uploaded source row
20260405,2026-04-05,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,3259.0,2436.0,40.0,490.0,2.0,3259.0,11.082185100219254,73.70783926860112,0.0,0.0,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,9e2edce9-d7fc-48da-ae19-57a1a521c0e6.pdf,No uploaded source row
20260406,2026-04-06,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,3652.0,2685.0,43.0,393.0,3.0,3652.0,8.888364784461563,82.59620405306268,883.0,441.5,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,edadc3d0-4ae3-4d54-b095-23465dde3561.pdf,No uploaded source row
20260407,2026-04-07,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,4160.0,2945.0,51.0,508.0,8.0,4160.0,11.489285777370164,94.08548983043283,1391.0,463.6666666666667,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,53d218b6-39dc-471a-9908-37597d752f20.pdf,No uploaded source row
20260408,2026-04-08,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,4667.0,3231.0,57.0,507.0,6.0,4667.0,11.466669073084004,105.55215890351684,1898.0,474.5,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,ca075965-256b-43c8-9b12-aeb35e7ca044.pdf,No uploaded source row
20260409,2026-04-09,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,261.0,0.0,237.0,261.0,237.0,4928.0,5.902959818688214,111.45511872220506,2159.0,431.8,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,851a956d-c2a6-45ce-9201-6905d467f634.pdf,No uploaded source row
20260410,2026-04-10,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,4928.0,0.0,111.45511872220506,2159.0,431.8,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,No uploaded row for this date/division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260411,2026-04-11,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,268.0,0.0,196.0,268.0,196.0,5196.0,6.061276748691347,117.5163954708964,2427.0,404.5,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,051959af-648c-400c-84ec-2cb2adc35348.pdf,No uploaded source row
20260412,2026-04-12,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,357.0,0.0,312.0,357.0,312.0,5553.0,8.074163430159741,125.59055890105616,2294.0,382.3333333333333,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ed553882-fdf7-4222-ad7d-4abb1093d2ec.pdf,No uploaded source row
20260413,2026-04-13,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,274.0,0.0,305.0,274.0,305.0,5827.0,6.196976974408317,131.78753587546447,2175.0,362.5,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,d9d46c53-9bda-4466-8b9f-c144ca9ce3b6.pdf,No uploaded source row
20260414,2026-04-14,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,290.0,0.0,258.0,290.0,258.0,6117.0,6.558844242986905,138.34638011845135,1957.0,326.1666666666667,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ebfabb0a-4596-4c58-b26a-b80c830eecf2.pdf,No uploaded source row
20260415,2026-04-15,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,315.0,0.0,205.0,315.0,205.0,6432.0,7.1242618501409485,145.47064196859233,1765.0,294.1666666666667,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,78804b73-cf2a-4880-a9ae-2d7161e13114.pdf,No uploaded source row
20260416,2026-04-16,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,358.0,0.0,353.0,358.0,353.0,6790.0,8.096780134445902,153.5674221030382,1862.0,310.3333333333333,92.0,92.0,92.0,92.0,3.0,Near target 90-94%,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,False,501f51e4-f446-4044-ac5f-30644a9288f1.pdf,501f51e4-f446-4044-ac5f-30644a9288f1.pdf
20260417,2026-04-17,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,357.0,0.0,313.0,357.0,313.0,7147.0,8.074163430159741,161.64158553319797,2219.0,317.0,92.33333333333331,89.0,95.0,92.33333333333331,2.6666666666666714,Near target 90-94%,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf
20260418,2026-04-18,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,330.0,0.0,252.0,330.0,252.0,7477.0,7.463512414433374,169.10509794763132,2281.0,325.85714285714283,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,60c598de-df11-4bdd-b151-f9e8a08c848d.pdf,No uploaded source row
20260419,2026-04-19,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,361.0,0.0,300.0,361.0,300.0,7838.0,8.164630247304387,177.2697281949357,2285.0,326.42857142857144,92.66666666666669,90.0,95.0,92.66666666666669,2.3333333333333286,Near target 90-94%,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf
20260420,2026-04-20,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,382.0,0.0,370.0,382.0,370.0,8220.0,8.639581037313786,185.9093092322495,2393.0,341.85714285714283,98.33333333333331,94.0,103.0,98.33333333333331,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf
20260421,2026-04-21,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,445.0,0.0,389.0,445.0,389.0,8665.0,10.064433407341976,195.97374263959148,2548.0,364.0,96.66666666666669,93.0,103.0,96.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,51b7b213-8277-4878-bdb4-838be5272105.pdf,51b7b213-8277-4878-bdb4-838be5272105.pdf
20260422,2026-04-22,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,406.0,0.0,352.0,406.0,352.0,9071.0,9.182381940181669,205.15612457977315,2639.0,377.0,96.66666666666669,93.0,102.0,96.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,cc6e4c1b-50ae-44bd-9d41-238acb41ac99.pdf,cc6e4c1b-50ae-44bd-9d41-238acb41ac99.pdf
20260423,2026-04-23,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,355.0,0.0,420.0,355.0,420.0,9426.0,8.028930021587419,213.18505460136055,2636.0,376.57142857142856,96.66666666666669,93.0,101.0,96.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,5f159ac3-55ec-470b-ad8a-40f3642e7957.pdf,5f159ac3-55ec-470b-ad8a-40f3642e7957.pdf
20260424,2026-04-24,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,363.0,0.0,373.0,363.0,373.0,9789.0,8.209863655876712,221.3949182572373,2642.0,377.4285714285714,97.33333333333331,95.0,100.0,97.33333333333331,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,e66eb1d2-7472-4440-be96-c15bb880f15e.pdf,e66eb1d2-7472-4440-be96-c15bb880f15e.pdf
20260425,2026-04-25,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,9789.0,0.0,221.3949182572373,2312.0,385.3333333333333,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,734b0559-5ba3-4bc8-9b95-b37d791acf92.pdf,No uploaded source row
20260426,2026-04-26,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,404.0,0.0,412.0,404.0,412.0,10193.0,9.137148531609345,230.53206678884663,2355.0,392.5,98.66666666666669,97.0,101.0,98.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,1b00ae7a-c18d-4b22-8c21-c97268764ff6.pdf,1b00ae7a-c18d-4b22-8c21-c97268764ff6.pdf
20260427,2026-04-27,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,465.0,0.0,491.0,465.0,491.0,10658.0,10.51676749306521,241.04883428191184,2438.0,406.3333333333333,98.33333333333331,97.0,100.0,98.33333333333331,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,abb6445f-bcf8-471e-af5f-fec567f3cf62.pdf,abb6445f-bcf8-471e-af5f-fec567f3cf62.pdf
20260428,2026-04-28,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,10658.0,0.0,241.04883428191184,1993.0,398.6,99.0,99.0,99.0,99.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,True,True,False,False,False,dea6de3a-6418-47bb-becd-6c4f2cfaf879.pdf,dea6de3a-6418-47bb-becd-6c4f2cfaf879.pdf
20260429,2026-04-29,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,10658.0,0.0,241.04883428191184,1587.0,396.75,98.5,98.0,99.0,98.5,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,True,True,False,False,True,996ee162-7b6c-49ad-ac52-48649efce18c.pdf,996ee162-7b6c-49ad-ac52-48649efce18c.pdf
20260430,2026-04-30,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,10658.0,0.0,241.04883428191184,1232.0,410.6666666666667,98.0,97.0,99.0,98.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,True,True,False,False,True,0290733a-8726-4ce3-9971-c69d95994ef2.pdf,0290733a-8726-4ce3-9971-c69d95994ef2.pdf
20260501,2026-05-01,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,364.0,0.0,0.0,0.0,10658.0,0.0,241.04883428191184,869.0,289.6666666666667,98.66666666666669,97.0,100.0,98.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,True,20c2c9f8-5556-447d-9e44-da3ad89dabb3.pdf,20c2c9f8-5556-447d-9e44-da3ad89dabb3.pdf
20260502,2026-05-02,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,10658.0,0.0,241.04883428191184,869.0,289.6666666666667,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,False,True,False,False,False,8718ab9a-b8b0-4771-8171-1689be79acee.pdf,No uploaded source row
20260503,2026-05-03,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,419.0,0.0,397.0,419.0,397.0,11077.0,9.47639909590177,250.5252333778136,884.0,294.6666666666667,99.66666666666669,98.0,101.0,99.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,2d5f3eb0-70f1-4171-8e56-a83fc7804b3f.pdf,2d5f3eb0-70f1-4171-8e56-a83fc7804b3f.pdf
20260504,2026-05-04,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,11077.0,0.0,250.5252333778136,419.0,209.5,99.66666666666669,98.0,101.0,99.66666666666669,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,True,True,False,True,True,013ded18-6af2-4f6f-bbf3-aa0e639c0258.pdf,013ded18-6af2-4f6f-bbf3-aa0e639c0258.pdf
20260505,2026-05-05,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,417.0,0.0,644.0,417.0,644.0,11494.0,9.431165687329448,259.95639906514305,836.0,278.6666666666667,100.33333333333331,98.0,102.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,de88d227-13ed-4af4-a910-0d93fea0d297.pdf,de88d227-13ed-4af4-a910-0d93fea0d297.pdf
20260506,2026-05-06,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,450.0,0.0,384.0,450.0,384.0,11944.0,10.177516928772782,270.1339159939158,1286.0,321.5,100.33333333333331,98.0,102.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,9e852147-7950-4eab-847d-1235f9c0d617.pdf,9e852147-7950-4eab-847d-1235f9c0d617.pdf
20260507,2026-05-07,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,0.0,0.0,0.0,0.0,0.0,11944.0,0.0,270.1339159939158,1286.0,321.5,100.0,99.0,101.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,"Likely missing/OCR extraction row, not trusted as true zero",True,True,True,False,True,True,b74eaa3f-69eb-467f-bd26-d54fa103d2bb.pdf,b74eaa3f-69eb-467f-bd26-d54fa103d2bb.pdf
20260508,2026-05-08,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,451.0,0.0,384.0,451.0,384.0,12395.0,10.200133633058943,280.3340496269748,1737.0,434.25,100.66666666666669,99.0,102.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,d7d30198-1c55-41fa-8c4f-33ec501d638b.pdf,d7d30198-1c55-41fa-8c4f-33ec501d638b.pdf
20260509,2026-05-09,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,353.0,0.0,241.0,353.0,241.0,12748.0,7.983696613015095,288.3177462399899,2090.0,418.0,,,,,,No data,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,eb0902c8-d064-45f7-914b-6d5963222198.pdf,No uploaded source row
20260510,2026-05-10,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,3.0,0.0,156.0,3.0,156.0,12751.0,0.0678501128584852,288.3855963528483,1674.0,334.8,101.0,99.0,103.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,758c39cc-643d-469e-9fd1-ce1adfd0bbad.pdf,758c39cc-643d-469e-9fd1-ce1adfd0bbad.pdf
20260511,2026-05-11,dhaka,Dhaka,44215107,20551,2151.482020339643,23.81,90.41,3.0,0.0,96.0,3.0,96.0,12754.0,0.0678501128584852,288.45344646570686,1677.0,279.5,101.0,99.0,103.0,100.0,0.0,Meets 95% target,75.0,High,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,True,8a09e9e6-374b-40e7-a112-80a5e11a552f.pdf,8a09e9e6-374b-40e7-a112-80a5e11a552f.pdf
20260404,2026-04-04,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,631.0,468.0,1.0,0.0,0.0,631.0,0.0,36.22971014222315,0.0,0.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,895771df-04d0-4aeb-9f8f-2014156b776b.pdf,No uploaded source row
20260405,2026-04-05,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,683.0,515.0,6.0,52.0,5.0,683.0,2.985649647219657,39.2153597894428,0.0,0.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,9e2edce9-d7fc-48da-ae19-57a1a521c0e6.pdf,No uploaded source row
20260406,2026-04-06,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,767.0,577.0,6.0,84.0,0.0,767.0,4.822972507047138,44.03833229648994,136.0,68.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,edadc3d0-4ae3-4d54-b095-23465dde3561.pdf,No uploaded source row
20260407,2026-04-07,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,824.0,643.0,6.0,57.0,0.0,824.0,3.2727313440677004,47.31106364055764,193.0,64.33333333333333,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,53d218b6-39dc-471a-9908-37597d752f20.pdf,No uploaded source row
20260408,2026-04-08,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,942.0,715.0,7.0,118.0,1.0,942.0,6.775128045613837,54.08619168617148,311.0,77.75,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear cumulative in early report phase,True,False,False,True,False,False,ca075965-256b-43c8-9b12-aeb35e7ca044.pdf,No uploaded source row
20260409,2026-04-09,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,59.0,0.0,60.0,59.0,60.0,1001.0,3.3875640228069184,57.4737557089784,370.0,74.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,851a956d-c2a6-45ce-9201-6905d467f634.pdf,No uploaded source row
20260410,2026-04-10,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,57.4737557089784,370.0,74.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,No uploaded row for this date/division,False,False,False,False,False,False,No uploaded source row,No uploaded source row
20260411,2026-04-11,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,48.0,0.0,57.0,48.0,57.0,1049.0,2.755984289741221,60.229739998719616,418.0,69.66666666666667,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,051959af-648c-400c-84ec-2cb2adc35348.pdf,No uploaded source row
20260412,2026-04-12,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,90.0,0.0,37.0,90.0,37.0,1139.0,5.16747054326479,65.3972105419844,456.0,76.0,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ed553882-fdf7-4222-ad7d-4abb1093d2ec.pdf,No uploaded source row
20260413,2026-04-13,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,118.0,0.0,103.0,118.0,103.0,1257.0,6.775128045613837,72.17233858759823,490.0,81.66666666666667,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,d9d46c53-9bda-4466-8b9f-c144ca9ce3b6.pdf,No uploaded source row
20260414,2026-04-14,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,76.0,0.0,79.0,76.0,79.0,1333.0,4.363641792090268,76.53598037968851,509.0,84.83333333333333,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,ebfabb0a-4596-4c58-b26a-b80c830eecf2.pdf,No uploaded source row
20260415,2026-04-15,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,68.0,0.0,94.0,68.0,94.0,1401.0,3.904311077133397,80.4402914568219,459.0,76.5,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,78804b73-cf2a-4880-a9ae-2d7161e13114.pdf,No uploaded source row
20260416,2026-04-16,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,97.0,0.0,60.0,97.0,60.0,1498.0,5.569384918852052,86.00967637567396,497.0,82.83333333333333,104.0,104.0,104.0,100.0,0.0,Meets 95% target,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,False,501f51e4-f446-4044-ac5f-30644a9288f1.pdf,501f51e4-f446-4044-ac5f-30644a9288f1.pdf
20260417,2026-04-17,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,73.0,0.0,118.0,73.0,118.0,1571.0,4.191392773981441,90.2010691496554,570.0,81.42857142857143,103.0,103.0,103.0,100.0,0.0,Meets 95% target,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,False,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf,009ad3ca-2655-4ab3-a779-2802ba9b860b.pdf
20260418,2026-04-18,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,44.0,0.0,68.0,44.0,68.0,1615.0,2.5263189322627864,92.7273880819182,566.0,80.85714285714286,,,,,,No data,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,False,False,False,False,False,60c598de-df11-4bdd-b151-f9e8a08c848d.pdf,No uploaded source row
20260419,2026-04-19,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,71.0,0.0,39.0,71.0,39.0,1686.0,4.0765600952422245,96.80394817716042,547.0,78.14285714285714,101.0,101.0,101.0,100.0,0.0,Meets 95% target,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,True,False,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf,355f0db2-d34b-4e7c-81e7-65cc6d34b5ef.pdf
20260420,2026-04-20,khulna,Khulna,17416645,22272,781.997350933908,22.82,89.55,88.0,0.0,87.0,88.0,87.0,1774.0,5.052637864525573,101.856586041686,517.0,73.85714285714286,100.0,100.0,100.0,100.0,0.0,Meets 95% target,45.27859762932759,Moderate,Calculated from uploaded data + population/coverage enrichment,Raw cases appear daily/newly reported after early phase,True,True,False,False,False,False,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf,df35201c-7d6d-4caa-b524-260a7b0f7479.pdf
